EASINID,Country,Year,Ref
R08086,IE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08087,IS,1893,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R08091,SE,1819,NOBANIS - European Network on Invasive Alien Species. 
R18404,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18403,AT,1940,NOBANIS - European Network on Invasive Alien Species. 
R08092,BE,1906,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08095,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08097,DK,1807,NOBANIS - European Network on Invasive Alien Species. 
R08098,IS,1876,NOBANIS - European Network on Invasive Alien Species. 
R08099,SE,1818,NOBANIS - European Network on Invasive Alien Species. 
R08103,UK,1908,Biological Records Center
R08105,ES,1984,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08108,NO,1924,NOBANIS - European Network on Invasive Alien Species. 
R08110,ES,1983,"Mahnert, V. 1997. New species and records of pseudoscorpions (Arachnida, Pseudo-scorpiones) from the Canary Islands, Rev. Suisse de Zool., 104 (3): 559-585"
R20061,UK,1882,https://purews.inbo.be/ws/portalfiles/portal/14061934/KH0118040ENN.en.pdf
R08113,ES,2002,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#"
R08114,ES,2011,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#"
R08115,ES,2011,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#"
R08116,ES,2011,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#"
R08117,ES,2011,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#"
R08119,ES,2001,"Martín, A. & Lorenzo, J. A. (2001). Aves Del Archipiélago Canario. Francisco Lemus Editor."
R08120,ES,2006,"Lorenzo, J. A. (2007) (Ed.). Atlas De Las Aves Nidificantes En El Archipiélago Canario (1997-2003).Dirección General De Conservación De La Naturaleza-Seo/Birdlife. Madrid. 520 Pp."
R08121,ES,2006,"Lorenzo, J. A. (2007) (Ed.). Atlas De Las Aves Nidificantes En El Archipiélago Canario (1997-2003).Dirección General De Conservación De La Naturaleza-Seo/Birdlife. Madrid. 520 Pp."
R08122,FR,1980,"Dubois Pj, Le Marechal P, Olioso G And Yesou P (2000). Inventaire Des Oiseaux De France. Nathan, Paris."
R08123,ES,2005,Grupo De Aves Exóticas (Gae-Seo/Birdlife) (2005)
R19808,DE,2003,"DAISIE, 2003. European Invasive Alien Species Gateway. http://www.europe-aliens.org (Accessed 15 April 2011)"
R08125,ES,2005,Grupo De Aves Exóticas (Gae-Seo/Birdlife) (2005)
R17675,ES,1988,Eason & Enghoff (1992) Entomol. Scand. 23: 1-9.
R08126,IT,1889,Stoev et al. (2010) Biorisk 4: 97-130
R08127,DK,1868,Stoev et al. (2010) Biorisk 4: 97-130
R08130,DE,1952,"Geiter O, Homma S, Kinzelbach R, 2002, Bestandsaufnahme und Bewertung von Neozoen in Deutschland. , Umweltbundesamt, Berlin, 25, 1-174, 1-36, 1-31, 1-52"
R08135,NL,1692,CABI
R08136,ES,1989,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08137,PT,1973,Aguiar & Karsholt (2006) Bol. Mus. Municip. Funchal (Historia Natural) 9: 5–189.
R08138,UK,1981,"Spooner, B.M. 1981.Trans. Brit. Mycol. Soc. 76: 265-301"
R08139,IT,1900,D. Saccardo Mycotheca Italica
R16689,SY,1972,"Schmidt, H.E., 1973. Hydromedusae from the eastern Mediterranean Sea. Israel Journal of Zoology, 22: 151-167."
R16690,TR,2000,"Dagli, E., Cinar, M.E. & Ergen, Z., 2011. Spionidae (Annelida: Polychaeta) from the aegean Sea (eastern Mediterranean). Italian Journal of Zoology, in press."
R18249,EE,2013,"WGITMO, 2014"
R20109,NL,2004,"Capa M, Van Moorsel G, Tempelman D, 2014. The Australian feather-duster worm Laonome calida Capa, 2007 (Annelida: Sabellidae) introduced into European inland waters?. BioInvasions Record, http://dx.doi.org/10.3391/bir.2014.3.1.01"
R16429,EG,1972,"Ben Eliahu, M.N., 1972a. Some Polychaeta Errantia from the Suez Canal. Israel. J. Zool., 21: 189-203."
R16691,TR,2005,"Cinar, M.E., 2009. Alien polychaete species (Annelida: Polychaeta) on the southern coast of Turkey (Levantine Sea, eastern Mediterranean), with 13 new records for the Mediterranean Sea. Journal of Natural History, 43,37: 2283 -2328."
R20278,RO,2021,"Teac ̆a A, Begun T, Menabit S and Muresan M, 2022. The First Record of Marenzelleria neglecta and the Spread of Laonome xeprovala in the Danube Delta–Black Sea Ecosystem. Diversity, 14, 423. https://doi.org/10.3390/d14060423"
R18603,DK,1993,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R08143,BE,1999,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08144,HU,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08146,AT,1501,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08147,UK,1871,Online Atlas of the British and Irish flora. 
R08148,SE,1732,NOBANIS - European Network on Invasive Alien Species. 
R08149,IT,1974,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R08151,UK,1945,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08153,UK,1971,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R08154,PT,2005,Rasplus et al. (2010) BioRisk 4: 669–776
R08156,UK,1629,Online Atlas of the British and Irish flora. 
R08159,SE,2004,NOBANIS - European Network on Invasive Alien Species. 
R08160,UK,1861,Online Atlas of the British and Irish flora. 
R08161,SE,1994,NOBANIS - European Network on Invasive Alien Species. 
R08163,EE,1735,NOBANIS - European Network on Invasive Alien Species. 
R08171,DK,1968,NOBANIS - European Network on Invasive Alien Species. 
R08175,PT,1848,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R08177,IE,1958,Rasplus et al. (2010) BioRisk 4: 669–776
R08178,NL,1980,Boer & Vierbergen (2008) Exotic ants in the Netherlands (Hymenoptera: Formicidae) Entomologische Berichten 68: 121-129.
R08179,IE,1958,Rasplus et al. (2010) BioRisk 4: 669–776
R08180,IE,1997,Rasplus et al. (2010) BioRisk 4: 669–776
R08182,HU,1973,Rasplus et al. (2010) BioRisk 4: 669–776
R17077,HU,1970,Rasplus et al. (2010) BioRisk 4: 669–776
R17318,UA,1960,"Zaitsev, Y. & Ozturk, B., 2001. Exotic species in the aegean, Marmara, Black, Azov and Caspian Seas. Turkish Marine Research Foundation, Istanbul, 267 pp."
R08183,EG,1905,"Tillier, L. & Bavay, A., 1905. Les mollusques testaces du Canal de Suez. Bulletin de la Societe Zoologique de France, 30: 170-181."
R19775,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R08187,UK,1908,Online Atlas of the British and Irish flora. 
R08190,FO,1981,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R08191,BE,1850,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08192,UK,1621,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08193,CZ,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08195,BE,1867,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08196,BE,1891,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08197,IE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08198,UK,1987,Online Atlas of the British and Irish flora
R08199,UK,1666,Online Atlas of the British and Irish flora. 
R08200,BE,1894,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08201,SE,1941,NOBANIS - European Network on Invasive Alien Species. 
R08203,UK,1670,Online Atlas of the British and Irish flora. 
R08206,UK,1821,Online Atlas of the British and Irish flora. 
R08207,PL,1903,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08208,BE,1913,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08209,CY,1489,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08211,LV,1937,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08212,NO,1861,NOBANIS - European Network on Invasive Alien Species. 
R08213,NO,2011,NOBANIS - European Network on Invasive Alien Species. 
R08214,BE,1859,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08216,BE,1856,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08218,LV,1954,NOBANIS - European Network on Invasive Alien Species. 
R08219,UK,1708,Online Atlas of the British and Irish flora. 
R08220,DK,1991,NOBANIS - European Network on Invasive Alien Species. 
R08221,BE,1830,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08222,NO,1994,"Tømmerås BÅ, 1994, Introduksjoner av fremmede organismer til Norge. , NINA Utredning, 62, 1-141"
R08224,EL,1985,"Steinicke, H. & Trutnau, L., 1993. Bemerkungen όber den Nattern-Plattschwanz, Laticauda colubrina (SCHNEIDER,1799) und όber das Auffinden eines Exemplαre auf Korfu. Herpetofauna,Weinstadt, 15 (83): 22-24."
R20108,ES,2019,"Gouillieux B, Sauriau PG, 2019. Laticorophium baconi (Shoemaker, 1934)(Crustacea: Amphipoda: Corophiidae: Corophiini): first record in European marine waters. BioInvasions Records, https://doi.org/10.3391/bir.2019.8.4.13"
R20055,TN,2018,"Mosbahi N, Pezy JP, Neifar L, Dauvin JC, 2021. Ecological status assessment and non-indigenous species in industrial and fishing harbours of the Gulf of Gabès (central Mediterranean Sea). Environmental Science and Pollution Research. Jul 6:1-22."
R08225,IT,1992,Ferrari et al. (1991) Hydrobiologia 225: 309-318
R17495,FR,1910,"Goulletquer, P., Bachelet, G., Sauriau, P.G. & Noel, P., 2002. Open Atlantic coast of Europe a century of introduced species into French waters. In: Leppäkoski E, Gollasch S, Olenin S (eds) Invasive aquatic species of Europe: distribution, impacts and management. Kluwer, Dordrecht, pp 276-290."
R17878,FR,1852,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R17818,BE,2006,"Van Keer K, 2007, Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species., Nieuwsbr. Belg. Arachnol. Ver., 22, 45-54"
R08226,BE,1999,"Van Keer K, 2007, Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species., Nieuwsbr. Belg. Arachnol. Ver., 22, 45-54"
R08227,DK,1987,Nobanis (2013)
R08228,DE,1953,"Schmidt G, 1953, Über die Bedeutung der von Schiffsladungen in Deutschland eingeschleppten Spinnentiere., Anz. Schädlingskde. , 26, 97-105"
R08230,FR,1989,"Goulletquer, P., Bachelet, G., Sauriau, P.G. & Noel, P., 2002. Open Atlantic coast of Europe a century of introduced species into French waters. In: Leppäkoski E, Gollasch S, Olenin S (eds) Invasive aquatic species of Europe: distribution, impacts and management. Kluwer, Dordrecht, pp 276-290."
R08231,IT,1991,"Furnari, G., Cormaci, M. & Serio, D., 2001. the Laurencia complex (Rhodophyta, Rhodomelaceae) in the Mediterranean Sea: an overview. Cryptogam Algol 22: 331–373."
R08232,FR,1984,"Ben Maiz, N., 1986. Flore algale (Rhodophyta, Phaeophyceae, Chlorophyceae, Bryopsidophyceae) de l'etang de thau (Herault), thesis Ecologie, Aix-Marseille II, 354 p."
R08235,AT,1900,NOBANIS - European Network on Invasive Alien Species. 
R08236,BE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08238,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08243,PT,1894,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08244,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08247,BE,2005,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08251,DK,1884,NOBANIS - European Network on Invasive Alien Species. 
R08252,UK,1862,Online Atlas of the British and Irish flora. 
R08253,AT,1501,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08254,AT,1800,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16692,FR,1905,"Calvet, L., 1905. La Station zoologique de Cette... avec une esquisse de la faune et de la flore marines de la region et un compte-rendu des fetes jubilaires de la Station. Trav. Inst. Zool. Univ. Montpellier-215: 1-91."
R08260,RU,1994,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R08262,DE,2002,Geiter et al. (2002) Bestandsaufnahme und Bewertung von Neozoen in Deutschland. Texte des Umweltbundesamtes 2002 (25)
R08266,ES,1994,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552"
R09699,BG,1938,"Holdenrieder O., Sieber T.N., 1995. First report of Mycosphaerella dearnessii in Switzerland. European Journal of Forest Pathology 25: 293–295"
R16693,IL,1977,"Fischthal, J.H., 1980. Some digenetic trematodes of marine fishes from Israel’s Mediterranean coast and their zoogeography, especially those from Red Sea immigrant fishes. Zoologica Scripta 9: 11-23."
R08268,UK,1762,Online Atlas of the British and Irish flora. 
R18308,DE,2000,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08274,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08275,PT,1882,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08276,UK,1869,Online Atlas of the British and Irish flora. 
R08279,UK,1978,Halstead (2004) Dipterists Digest second serie 11: part 2
R08280,CZ,1955,Groschaft J. (1956) Čs Parasitol 3: 67-74.
R03744,ES,1984,"Olalla Mercade et al., 1984"
R16694,IT,1990,"Gravina, M.F., Mollica, E. & Somaschini, A., 1996. First report of Leiochrides australis Augener, 1914 (Polychaeta, Capitellidae) from the Mediterranean Sea and notes on the genus Leiochrides. Marine Life, 6: 35-39."
R19412,SY,2016,"Alshawy et al., 2016"
R18220,IL,2003,"Mienis, H.K., 2004. New data concerning the presence of Lessepsian and other Indo-Pacific migrants among the molluscs in the Mediterranean Sea with emphasize on the situation in Israel. pp. 117-131. In: B.Ozturk & A.Salman (eds.). 1st National malacology"
R08283,FR,1898,"Pascal M, Lorvelec O, Vigne JD, Keith P and Clergeau P (2003). Evolution holocene de la faune de Vertebres de France: invasions et extinctions. Rapport au Ministere de l'Ecologie et du Developpement durable, Paris, France."
R08289,UK,1942,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R08292,EE,1791,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18190,IT,1953,DAISIE-European Alien Species Database: Daisie Database Explorer. Strategic Targeted Research Project DAISIE-Delivering Alien Invasive Species Inventories for Europe (contract SSPI-CT-2003-511-202). 2007
R08295,SE,1999,NOBANIS - European Network on Invasive Alien Species. 
R08297,FR,1965,"Muller (2004) Plantes invasives en France: État des connaissances et propositions d’actions. Museum National d’Histoire Naturel, Paris."
R08299,AT,1900,"Essl and Rabitsch (2002) Neobiota in Österreich. Umweltbundesamt Wien, 432 pp"
R19445,IT,2010,Iberite et al. 2011
R08300,UK,1888,Online Atlas of the British and Irish flora. 
R08301,AT,1850,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08302,BE,1913,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08304,EL,1987,"Arvanitidis, C. & Koukouras, A., 1994. Polychaete fauna associated with the coral Cladocora caespitosa (L.) in the eastern Mediterranean, in: Dauvin, J.-C. et al. (Ed.) (1994). Actes de la 4eme Conference internationale des Polychetes, Angers, France. Mem"
R18226,TR,1993,"Cantone, G., 1993. Censimento dei policheti dei mari italiani: Eunicidae Berthold, 1827. Atti Soc. Tosc. Nat. Mem., 100: 229-243."
R16432,EG,1967,"Ben Eliahu, M.N., 1972a. Some Polychaeta Errantia from the Suez Canal. Israel. J. Zool., 21: 189-203."
R16433,IL,1991,"Ilan, M., Ben Eliahu, M.N. & Galil, B., 1994. three deep water sponges from the eastern Mediterranean and their associated fauna. Ophelia, 39: 45-54."
R08306,EG,1968,"Ben Eliahu, M.N., 1989. Lessepsian migration in Nereidae (Annelida: Polychaeta). Some case histories. p. 125-134. In: Proceedings of Environmental Quality and Ecosystem Stability, edited by E. Spanier, Y. Steinberger and M. Luria."
R08308,FR,2014,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R08310,SE,1741,NOBANIS - European Network on Invasive Alien Species. 
R08311,SE,1848,NOBANIS - European Network on Invasive Alien Species. 
R18633,CZ,1901,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08313,CZ,550 ,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08317,BE,1978,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08315,SE,1700,NOBANIS - European Network on Invasive Alien Species. 
R08318,BE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R09657,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
